job_id,titulo_vaga,cliente,vaga_sap,nivel_profissional_req,nivel_ingles_req,nivel_espanhol_req,areas_atuacao,principais_atividades,competencias,beneficios_raw,req_text,req_text_clean,req_text_clean_noaccents,req_len_tokens
5119,IND - Consultor Linux,Morrison Ltd,False,Pleno,Nenhum,Nenhum,Gestão e Alocação de Recursos de TI-,Analista de Suporte,Linux,,Linux Analista de Suporte,linux analista de suporte,linux analista de suporte,4
5118,IND - Analista de Infra,Morrison Ltd,False,Pleno,Nenhum,Nenhum,Gestão e Alocação de Recursos de TI-,Infraestrutura,AWS,,AWS Infraestrutura,aws infraestrutura,aws infraestrutura,2
5117,IND - Consultor de Segurança da Informação,Morrison Ltd,False,Pleno,Nenhum,Nenhum,Gestão e Alocação de Recursos de TI-,Analista de TI,Segurança da Informação,,Segurança da Informação Analista de TI,segurança da informação analista de ti,seguranca da informacao analista de ti,6
5116,IND - Consultor Linux,Morrison Ltd,False,Pleno,Nenhum,Nenhum,Gestão e Alocação de Recursos de TI-,Linux,VMWARE,,VMWARE Linux,vmware linux,vmware linux,2
5115,Analista Junior - 11896034,Nelson-Page,False,Analista,Básico,Básico,TI - Projetos-,"Analista Junior PTP Recebimento Integrado CL12. Analistas de Contas a Pagar experiencia em lançamento de Notas
Outros detalhes do trabalho: 1 - Business Model Strategy (P1 - Beginner) | 2 - Business Process Analysis Tools (P1 - Beginner) | 3 - Requirements Analysis (P1 - Beginner). -Possibilidade de absorção -Horário das 8h ás 17h
Primary Skill Business Process Design","Analista Junior PTP Recebimento Integrado CL12. Analistas de Contas a Pagar experiencia em lançamento de Notas
Outros detalhes do trabalho: 1 - Business Model Strategy (P1 - Beginner) | 2 - Business Process Analysis Tools (P1 - Beginner) | 3 - Requirements Analysis (P1 - Beginner). -Possibilidade de absorção -Horário das 8h ás 17h
Primary Skill Business Process Design",,"Analista Junior PTP Recebimento Integrado CL12. Analistas de Contas a Pagar experiencia em lançamento de Notas
Outros detalhes do trabalho: 1 - Business Model Strategy (P1 - Beginner) | 2 - Business Process Analysis Tools (P1 - Beginner) | 3 - Requirements Analysis (P1 - Beginner). -Possibilidade de absorção -Horário das 8h ás 17h
Primary Skill Business Process Design Analista Junior PTP Recebimento Integrado CL12. Analistas de Contas a Pagar experiencia em lançamento de Notas
Outros detalhes do trabalho: 1 - Business Model Strategy (P1 - Beginner) | 2 - Business Process Analysis Tools (P1 - Beginner) | 3 - Requirements Analysis (P1 - Beginner). -Possibilidade de absorção -Horário das 8h ás 17h
Primary Skill Business Process Design",analista junior ptp recebimento integrado cl12. analistas de contas a pagar em lançamento de notas outros detalhes do trabalho 1 - business model strategy p1 - beginner 2 - business process analysis tools p1 - beginner 3 - requirements analysis p1 - beginner. -possibilidade de absorção -horário das 8h ás 17h primary skill business process design analista junior ptp recebimento integrado cl12. -possibilidade de absorção -horário das 8h ás 17h primary skill business process design,analista junior ptp recebimento integrado cl12. analistas de contas a pagar em lancamento de notas outros detalhes do trabalho 1 - business model strategy p1 - beginner 2 - business process analysis tools p1 - beginner 3 - requirements analysis p1 - beginner. -possibilidade de absorcao -horario das 8h as 17h primary skill business process design analista junior ptp recebimento integrado cl12. -possibilidade de absorcao -horario das 8h as 17h primary skill business process design,75
5114,Analista de Compras - CWF2,Miller-Curry,False,Analista,Nenhum,Nenhum,Administrativa-,Analista de compras,Analista de compras,,Analista de compras Analista de compras,analista de compras analista de compras,analista de compras analista de compras,6
5113,Programado PHP + WordPress,"Morris, Moran and Dodson",False,Sênior,Nenhum,Nenhum,TI - Desenvolvimento/Programação-,Experiência como programador PHP com conhecimento em WordPress .,Experiência como programador PHP com conhecimento em WordPress .,,Experiência como programador PHP com conhecimento em WordPress . Experiência como programador PHP com conhecimento em WordPress .,como programador php com em wordpress. como programador php com em wordpress .,como programador php com em wordpress. como programador php com em wordpress .,13
5112,Consultor SAP SD - PL - RE-334252,"Morris, Moran and Dodson",False,Sênior,Fluente,Nenhum,TI - SAP-,"Consultor SAP SD – PL

• Mandatórios

Academia SD / Certificação SAP SD - ECC;
Experiência comprovada em pelo menos 2,5 anos em SAP SD (indústria);
Experiência em elaboração de documentação functional (EF / Test Evidences / UAT); Revisao de configuração, layout de carga de dados, testes unitarios, etc... nao fará especificação funcional.
Perfil pró-ativo;","• Mandatórios

Academia SD / Certificação SAP SD - ECC;
Experiência comprovada em pelo menos 2,5 anos em SAP SD (indústria);
Experiência em elaboração de documentação functional (EF / Test Evidences / UAT); Revisao de configuração, layout de carga de dados, testes unitarios, etc... nao fará especificação funcional.
Perfil pró-ativo;",,"• Mandatórios

Academia SD / Certificação SAP SD - ECC;
Experiência comprovada em pelo menos 2,5 anos em SAP SD (indústria);
Experiência em elaboração de documentação functional (EF / Test Evidences / UAT); Revisao de configuração, layout de carga de dados, testes unitarios, etc... nao fará especificação funcional.
Perfil pró-ativo; Consultor SAP SD – PL

• Mandatórios

Academia SD / Certificação SAP SD - ECC;
Experiência comprovada em pelo menos 2,5 anos em SAP SD (indústria);
Experiência em elaboração de documentação functional (EF / Test Evidences / UAT); Revisao de configuração, layout de carga de dados, testes unitarios, etc... nao fará especificação funcional.
Perfil pró-ativo;",mandatórios academia sd / certificação sap sd - ecc comprovada em pelo menos 2 5 anos em sap sd indústria em elaboração de documentação functional ef / test evidences / uat revisao de configuração layout de carga de dados testes unitarios etc... nao fará especificação funcional. perfil pró-ativo consultor sap sd - pl mandatórios academia sd / certificação sap sd - ecc comprovada em pelo menos 2 5 anos em sap sd indústria em elaboração de documentação functional ef / test evidences / uat revisao de configuração layout de carga de dados testes unitarios etc... perfil pró-ativo,mandatorios academia sd / certificacao sap sd - ecc comprovada em pelo menos 2 5 anos em sap sd industria em elaboracao de documentacao functional ef / test evidences / uat revisao de configuracao layout de carga de dados testes unitarios etc... nao fara especificacao funcional. perfil pro-ativo consultor sap sd - pl mandatorios academia sd / certificacao sap sd - ecc comprovada em pelo menos 2 5 anos em sap sd industria em elaboracao de documentacao functional ef / test evidences / uat revisao de configuracao layout de carga de dados testes unitarios etc... perfil pro-ativo,97
5111,Consultor SAP CO – SR - RE-336785,"Morris, Moran and Dodson",False,Sênior,Fluente,Nenhum,TI - SAP-,"Consultor SAP CO – SR

• Descrição - Atividades

Atuar como consultor SAP CO em Projeto de Rollout Internacional

• Mandatórios

Atuado em Projetos de Implementação
Experiência em pelo menos um Rollout Internacional
Mínimo de 7 anos de atuação no módulo
Experiência com Localização Brasil
Conhecimentos sólidos em CO","• Desejável

Conhecimento de indústria petroleira",,"• Desejável

Conhecimento de indústria petroleira Consultor SAP CO – SR

• Descrição - Atividades

Atuar como consultor SAP CO em Projeto de Rollout Internacional

• Mandatórios

Atuado em Projetos de Implementação
Experiência em pelo menos um Rollout Internacional
Mínimo de 7 anos de atuação no módulo
Experiência com Localização Brasil
Conhecimentos sólidos em CO",de indústria petroleira consultor sap co - sr descrição - atuar como consultor sap co em projeto de rollout internacional mandatórios atuado em projetos de implementação em pelo menos um rollout internacional mínimo de 7 anos de atuação no módulo com localização brasil sólidos em co,de industria petroleira consultor sap co - sr descricao - atuar como consultor sap co em projeto de rollout internacional mandatorios atuado em projetos de implementacao em pelo menos um rollout internacional minimo de 7 anos de atuacao no modulo com localizacao brasil solidos em co,46
5110,Consultor SAP MM - SR - RE-336789,"Morris, Moran and Dodson",False,Sênior,Fluente,Nenhum,TI - SAP-,"Consultor SAP MM - SR

• Descrição - Atividades

Atuar como consultor SAP MM em Projeto de Rollout Internacional

• Mandatórios

Atuado em Projetos de Implementação
Experiência em pelo menos um Rollout Internacional
Mínimo de 7 anos de atuação no módulo
Experiência com Localização Brasil e Repetro
Conhecimentos sólidos em MM","• Desejável

Conhecimento de indústria petroleira",,"• Desejável

Conhecimento de indústria petroleira Consultor SAP MM - SR

• Descrição - Atividades

Atuar como consultor SAP MM em Projeto de Rollout Internacional

• Mandatórios

Atuado em Projetos de Implementação
Experiência em pelo menos um Rollout Internacional
Mínimo de 7 anos de atuação no módulo
Experiência com Localização Brasil e Repetro
Conhecimentos sólidos em MM",de indústria petroleira consultor sap mm - sr descrição - atuar como consultor sap mm em projeto de rollout internacional mandatórios atuado em projetos de implementação em pelo menos um rollout internacional mínimo de 7 anos de atuação no módulo com localização brasil e repetro sólidos em mm,de industria petroleira consultor sap mm - sr descricao - atuar como consultor sap mm em projeto de rollout internacional mandatorios atuado em projetos de implementacao em pelo menos um rollout internacional minimo de 7 anos de atuacao no modulo com localizacao brasil e repetro solidos em mm,48
